"group_id","category_id","category.name","category.shortname","city_id","city","country","created","description","group_photo.base_url","group_photo.highres_link","group_photo.photo_id","group_photo.photo_link","group_photo.thumb_link","group_photo.type","join_mode","lat","link","lon","members","group_name","organizer.member_id","organizer.name","organizer.photo.base_url","organizer.photo.highres_link","organizer.photo.photo_id","organizer.photo.photo_link","organizer.photo.thumb_link","organizer.photo.type","rating","state","timezone","urlname","utc_offset","visibility","who"
"15217","31","socializing","socializing","10001","New York","US","2003-02-05 02:32:46","This is a freewheeling friendly group of terrific people who love to play backgammon.\nSome players are more experienced than others. We have some experts here! But ...\nWe help all beginners learn the basics too... the more you play, the more you develop your strategies.\n\n And then there's that funny little cube! Find out what that's about too!\nIf you want to participate in activities beyond our Regular MeetUps every 4th Tues of the month ... you have to come to a Regular MeetUP first.\n\n See if you enjoy playing with our eclectic membership ... where U can learn where you fit in skill-wise.\nWe're a laid back group that doesn't gamble (except for the Tournaments on Sundays, where there is an entry fee) ... but like to eat drink, kibitz and play.\nSo enjoy!","not_found","not_found","-1","not_found","not_found","others","open","40.74000200","https://www.meetup.com/TheGreatNYCBackgammonGroup/","-73.98999800","350","The New York City Backgammon Meetup Group","2911816","Deborah","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/7/b/a/3/highres_811651.jpeg","811651","https://secure.meetupstatic.com/photos/member/7/b/a/3/member_811651.jpeg","https://secure.meetupstatic.com/photos/member/7/b/a/3/thumb_811651.jpeg","member","4.34","NY","US/Eastern","TheGreatNYCBackgammonGroup","-14400","public_limited","Happy Rollers"
"15324","23","outdoors/adventure","outdoors-adventure","60601","Chicago","US","2003-10-22 21:39:49","Welcome to the Chicago Backpackers Group\nWhy we exist:\nChicago Backpackers is a club for those who share an enthusiasm for backpacking. We provide opportunities for backpacking education, trip organization, and backpacker networking. \nBackpacking education: The club helps teach new backpackers about backpacking: hiking self-sustained for consecutive days in a wilderness area carrying all necessary supplies in a backpack. We do this through trips and clinics that provide opportunities for all members, old and new, to continually improve their skills in the safest possible situations.\nTrip organization: The group's volunteer organizers plan a variety of trips throughout the year, from one-night beginners-only trips up to week-long advanced treks out west. Individual organizers choose the location, plan the route, help set up car pools, and take care of other trip logistics. Individual members are responsible for their own gear, their own food, and communicating with the organizer to ensure that everyone is on the same page before and during the trip.\nBackpacker networking: By going on trips and frequenting the various online message boards, members are encouraged to connect with other backpackers who share similar interests, and plan their own trips using the Meetup interface to further enjoy the sport beyond what the Chicago Backpackers organizers can offer.\nWe practice low-impact, leave no trace backpacking. Our trips usually consist of 10 to 14 people to minimize the impact we will have on our favorite locations and new trails, to keep them as fresh as possible for ourselves and other backpackers.\nWhat you can do to help:\nBackpacking with a group provides many benefits, from safety in numbers to sharing essential but easily-shared gear like water filters. The organizers and event hosts volunteer their time and experience to make our trips as safe and smooth as possible, but we cant do everything ourselves. In addition to preparing and carrying your own gear and food, you can help the club and its trips run smoothly by doing a few simple things.\nRead: Until we actually get on the trail, most of the information we have to give you is written down in trip descriptions, emails, and announcements. If you dont read the descriptions, or only read part of an email, you will miss valuable information, which could lead to a poor experience on the trail, or being dropped from a trip.\nCommunicate: If you have questions, ask. If an organizer or event host sends you an email or asks for information, please respond as quickly and as fully as possible. If youre having a difficult time on the trail, speak up. Frequent and clear communication makes trip planning easier, carpooling smoother, and trail hiking safer.\nLend a hand: If you have a car and can drive others to the trailhead, indicate that on the carpool/ ICE information request form sent out before the trip starts. If you dont have a car but are willing to drive, indicate that, as well. While were on the trail, follow Leave No Trace principles. While were in camp, volunteer to get water, gather firewood, etc. Remember that organizers and event hosts are volunteers, and backpacking in a group is a team effort. When we all work together, trips are safer and run more smoothly for everyone.\nThanks, and see you on the trail!\nThe Organizers","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/a/1/0/f/highres_461261231.jpeg","461261231","https://secure.meetupstatic.com/photos/event/a/1/0/f/600_461261231.jpeg","https://secure.meetupstatic.com/photos/event/a/1/0/f/thumb_461261231.jpeg","event","open","41.88999900","https://www.meetup.com/Chicago-Backpackers/","-87.62999700","1369","The Chicago Backpackers Meetup Group","10175045","Mary R.","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/3/d/2/b/highres_267795659.jpeg","267795659","https://secure.meetupstatic.com/photos/member/3/d/2/b/member_267795659.jpeg","https://secure.meetupstatic.com/photos/member/3/d/2/b/thumb_267795659.jpeg","member","4.79","IL","US/Central","Chicago-Backpackers","-18000","public","Backpackers"
"16620","26","pets/animals","pets-animals","10001","New York","US","2004-08-23 17:18:59","JOIN US for good weather monthly gatherings where Basenjis and their humans get together. It's a joy to behold their running, wrestling, and occasional yodeling. Bring your own B, a friend's, or come without one, especially if you are thinking about getting a Basenji. Join us to share in the joys of being Basenji owners, and some of the pains.\n\nSee the next meeting listed below. Join the group for location details and meetup announcements.\nWe have created a group on Facebook,Basenji.NYC. We will use it to share photos, resources, and to schedule gatherings. If you're a Facebook user, please join the group athttps://www.facebook.com/groups/1639280452952653/You don't have to be in New York City to become a member, but the focus of this group will be Bs in NYC. \nTo support Basenjis in need, or to get in line for an adoption, see Basenji Rescue and Transport (BRAT).","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/3/2/e/8/highres_276373032.jpeg","276373032","https://secure.meetupstatic.com/photos/event/3/2/e/8/600_276373032.jpeg","https://secure.meetupstatic.com/photos/event/3/2/e/8/thumb_276373032.jpeg","event","approval","40.73000000","https://www.meetup.com/basenji-nyc/","-74.01000200","231","New York City Basenji Meetup","13231563","Rob & Stacie Johnston","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/4/1/d/0/highres_252916848.jpeg","252916848","https://secure.meetupstatic.com/photos/member/4/1/d/0/member_252916848.jpeg","https://secure.meetupstatic.com/photos/member/4/1/d/0/thumb_252916848.jpeg","member","4.85","NY","US/Eastern","basenji-nyc","-14400","public","Basenji Lovers"
"17183","31","socializing","socializing","10001","New York","US","2003-05-30 02:47:56","BBFP and Admirers get together to have fun, try new things, make new friends, experience the city, and last but not least to hopefully find a little romance.\nPLEASE, do not add your contact information (email, skype, messenger, phone #s, etc.,) to your introduction or the questions you answer.\n**NOT HAVING A CLEAR FACIAL PICTURE POSTED, BLANKS AND INCOMPLETE APPLICATIONS WILL BE DENIED AS WELL AS THOSE NOT LOCATED IN THE TRI-STATE AREA. THE TRI-STATE AREA WE SPEAK OF INCLUDES NY, CT, and NJ.","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/5/d/4/e/highres_10763886.jpeg","10763886","https://secure.meetupstatic.com/photos/event/5/d/4/e/600_10763886.jpeg","https://secure.meetupstatic.com/photos/event/5/d/4/e/thumb_10763886.jpeg","event","approval","40.75000000","https://www.meetup.com/bbfp-68/","-73.98999800","42","The NYC Big Beautiful Fun People Meetup Group","999921","lyn","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/3/2/6/a/highres_2892906.jpeg","2892906","https://secure.meetupstatic.com/photos/member/3/2/6/a/member_2892906.jpeg","https://secure.meetupstatic.com/photos/member/3/2/6/a/thumb_2892906.jpeg","member","4.58","NY","US/Eastern","bbfp-68","-14400","public_limited","BBFP & Those Who Respect Them"
"17921","26","pets/animals","pets-animals","10001","New York","US","2002-12-23 16:48:09","The Beagle is an amazing dog! These hounds have unique personalities and especially strong scavenging instincts. And their humans are usually awesome individuals too!","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/6/2/0/3/highres_46825091.jpeg","46825091","https://secure.meetupstatic.com/photos/event/6/2/0/3/600_46825091.jpeg","https://secure.meetupstatic.com/photos/event/6/2/0/3/thumb_46825091.jpeg","event","open","40.75000000","https://www.meetup.com/beagle-pack/","-73.98000300","648","The Beagle Pack!","5365038","Jeffrey Altman (SecureEndpoints)","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/d/8/b/e/highres_9895486.jpeg","9895486","https://secure.meetupstatic.com/photos/member/d/8/b/e/member_9895486.jpeg","https://secure.meetupstatic.com/photos/member/d/8/b/e/thumb_9895486.jpeg","member","4.73","NY","US/Eastern","beagle-pack","-14400","public","Beagle Lovers"
"18843","5","dancing","dancing","10001","New York","US","2003-06-19 09:53:09","The NYC Bellydance Meetup is the place to go for Middle Eastern dance enthusiasts. Whether you're a new student, hobbyist, or a professional, post any event you are psyched about here and let your shimmy sisters and brothers know about it.","not_found","not_found","-1","not_found","not_found","others","open","40.75999800","https://www.meetup.com/NYCBellydancers/","-73.98999800","420","NYC Bellydance Meetup!","5429250","Tandava","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/6/9/b/b/highres_2727067.jpeg","2727067","https://secure.meetupstatic.com/photos/member/6/9/b/b/member_2727067.jpeg","https://secure.meetupstatic.com/photos/member/6/9/b/b/thumb_2727067.jpeg","member","4.71","NY","US/Eastern","NYCBellydancers","-14400","public","Bellydancers/Shimmy Sisters"
"20517","33","support","support","10001","New York","US","2003-05-20 01:14:27","So lonely is the road walked alone.\nBitter is the pain than others cannot grasp.\nMind ablaze, burning wings, sky dancing,\nOcean abyss, drowning lover, awaiting death.\nWelcome to this merry band of lunatics.","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/4/6/9/5/highres_858069.jpeg","858069","https://secure.meetupstatic.com/photos/event/4/6/9/5/600_858069.jpeg","https://secure.meetupstatic.com/photos/event/4/6/9/5/thumb_858069.jpeg","event","approval","40.75000000","https://www.meetup.com/bipolar-10/","-73.98999800","550","The NYC Bipolar Meetup Group","10550279","Chris","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/6/0/2/3/highres_18804611.jpeg","18804611","https://secure.meetupstatic.com/photos/member/6/0/2/3/member_18804611.jpeg","https://secure.meetupstatic.com/photos/member/6/0/2/3/thumb_18804611.jpeg","member","4.66","NY","US/Eastern","bipolar-10","-14400","public_limited","Merry Lunatics"
"22211","11","games","games","60601","Chicago","US","2003-04-17 19:31:25","The Chicagoland area's premiere and largest gamer group. Events include board games, card games, party games, and more, and are held throughout the city and suburbs in game stores, bars, and other locales. Come join us for a great time.","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/7/d/6/6/highres_432152102.jpeg","432152102","https://secure.meetupstatic.com/photos/event/7/d/6/6/600_432152102.jpeg","https://secure.meetupstatic.com/photos/event/7/d/6/6/thumb_432152102.jpeg","event","open","41.88999900","https://www.meetup.com/chicagogames/","-87.62999700","4146","Chicago Game Lovers","9470872","Jeff Engel","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/9/1/5/e/highres_6517214.jpeg","6517214","https://secure.meetupstatic.com/photos/member/9/1/5/e/member_6517214.jpeg","https://secure.meetupstatic.com/photos/member/9/1/5/e/thumb_6517214.jpeg","member","4.72","IL","US/Central","chicagogames","-18000","public","Gamers"
"22253","11","games","games","10001","New York","US","2003-02-02 22:47:36","We are dedicated to playing board and card games and having fun. Games vary from classics like: Monopoly or Scrabble to Card based games like: Hearts or Euchre to german style games like: Carcassonne or Settlers to Wargaming ones like:  Risk, Diplomacy, Axis and Allies, depending on who brought what and what people want to play.","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/e/5/9/b/highres_298779.jpeg","298779","https://secure.meetupstatic.com/photos/event/e/5/9/b/600_298779.jpeg","https://secure.meetupstatic.com/photos/event/e/5/9/b/thumb_298779.jpeg","event","open","40.77999900","https://www.meetup.com/nyc-boardgames/","-73.98000300","6369","New York City Boardgames & Cardgames Group","1677076","Steef Jacobson","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/8/6/c/6/highres_268534502.jpeg","268534502","https://secure.meetupstatic.com/photos/member/8/6/c/6/member_268534502.jpeg","https://secure.meetupstatic.com/photos/member/8/6/c/6/thumb_268534502.jpeg","member","4.51","NY","US/Eastern","nyc-boardgames","-14400","public_limited","Gamers"
"23713","18","book clubs","book-clubs","10001","New York","US","2002-10-08 17:22:23","Come join our book exchange to learn more about BookCrossing, share books, and meet other great fun book-lovin' New Yorkers!","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/event/e/6/6/0/highres_1618976.jpeg","1618976","https://secure.meetupstatic.com/photos/event/e/6/6/0/600_1618976.jpeg","https://secure.meetupstatic.com/photos/event/e/6/6/0/thumb_1618976.jpeg","event","open","40.75000000","https://www.meetup.com/bookcrossing-30/","-73.98999800","347","The NYC Bookcrossing Meetup","3198499","Hazel","https://secure.meetupstatic.com","https://secure.meetupstatic.com/photos/member/5/9/8/a/highres_36382922.jpeg","36382922","https://secure.meetupstatic.com/photos/member/5/9/8/a/member_36382922.jpeg","https://secure.meetupstatic.com/photos/member/5/9/8/a/thumb_36382922.jpeg","member","3.98","NY","US/Eastern","bookcrossing-30","-14400","public","BookCrossers"
